MDTU,susyTrans,Im(bilin)
10,-0.103404,0.000734529
20,-0.108738,-0.00081988
30,-0.00298148,-0.00232857
40,0.00358421,0.00239435
50,-0.029314,-0.00165171
60,-0.0403658,-0.000220826
70,-0.0764152,-0.000185524
80,-0.0221808,-0.00310898
90,-0.0656967,-0.000418072
100,-0.124762,-0.00193029
110,-0.0567824,0.000984447
120,0.00472914,0.00195418
130,-0.0631166,0.000577582
140,-0.111549,-0.00142576
150,-0.0206655,0.00233202
160,0.0252416,-0.00359184
170,0.0139989,0.00215913
180,-0.0183813,-0.00097941
190,-0.0341036,0.00195411
200,-0.0762893,-0.00566157
210,-0.0333701,-0.00247219
220,-0.114754,-0.00183508
230,-0.0709771,0.00270962
240,-0.0254122,-0.00427297
250,0.0520284,-0.00144893
260,-0.0292225,0.00440402
270,-0.0268596,0.00254675
280,-0.081348,-0.0065155
290,-0.0810596,-0.000180271
300,-0.0730869,-0.00413569
310,0.0204007,0.000211246
320,-0.0172935,-0.00484109
330,0.0446886,-0.002179
340,-0.0949988,-0.00144412
350,-0.032718,-0.0029871
360,-0.0155307,-0.00178555
370,-0.0336225,-0.000538717
380,-0.00940099,0.00137922
390,-0.0110289,0.00188912
400,-0.0775943,0.00299635
410,0.0212817,-2.35747e-05
420,0.0622542,0.000549041
430,-0.050693,-0.00306874
440,-0.0107748,-0.00197085
450,-0.0477778,-0.00414294
460,-0.0749521,-0.00155124
470,-0.0750985,0.00637545
480,-0.00885062,-0.00197648
490,-0.0351541,0.00216791
500,-0.0202228,0.00235714
510,-0.00480577,-4.47451e-05
520,-0.0492958,-0.000792671
530,-0.0236809,0.000974854
540,0.0447692,0.0015595
550,-0.0315527,0.00148072
560,-0.0537402,0.00156494
570,0.0103107,-0.0034454
580,-0.0556733,-0.00385422
590,0.00555508,-0.000321246
600,0.0661839,-0.000343284
610,-0.0284379,-0.0061978
620,-0.0425973,-0.00158365
630,-0.0577211,-0.000928243
640,-0.0222661,0.00133333
650,0.00676621,0.000720162
660,-0.0521423,0.00258446
670,-0.0662468,0.000166578
680,-0.0611027,-0.00141715
690,-0.106382,0.000216749
700,0.0347268,0.00343624
710,-0.0426812,0.000865659
720,-0.0555889,-0.000556352
730,-0.0287538,0.000371855
740,-0.0238944,-0.00474576
750,-0.0271288,0.00275429
760,-0.0385235,-0.00343276
770,-0.0954632,-0.00541592
780,0.0553159,-0.00140833
790,-0.0557043,-0.00248591
800,0.020798,0.00436347
810,0.00619563,0.000373611
820,0.0369662,-0.000131973
830,-0.0845713,0.00043889
840,-0.0817911,0.00090609
850,0.0224617,-0.00365127
860,-0.0540342,-0.000140166
870,0.0241897,0.000590849
880,-0.03085,0.00225896
890,-0.0599478,0.00298978
900,-0.00551972,-0.00412661
910,0.0592966,-0.00136158
920,0.0170934,-0.00456521
930,-0.0155758,0.00316673
940,0.0442029,0.0013887
950,0.0447534,0.00255916
960,-0.0645427,0.00103419
970,0.0489727,-0.000905457
980,-0.0159453,0.00271637
990,-0.070198,-0.0036785
1000,-0.0363386,0.00115964
1010,-0.0211916,-0.000106432
1020,-0.00962739,-0.00027656
1030,-0.0505184,-0.00179837
1040,-0.0586201,0.00193993
1050,0.014173,0.00166542
1060,0.00059073,0.000354145
1070,-0.0592705,0.00367213
1080,-0.0788748,0.00110159
1090,0.0415726,-0.00131872
1100,-0.0430432,0.00105283
1110,-0.0679984,0.00109333
1120,-0.0845029,0.00123938
1130,0.0223069,0.00213387
1140,0.0174393,-0.00269031
1150,-0.043896,0.00235536
1160,-0.0397665,-0.00235799
1170,0.00759486,0.00221662
1180,-0.0328219,-0.00116995
1190,-0.0106941,0.00259784
1200,0.0119174,-0.00359836
1210,0.0250646,-0.00182886
1220,0.00460172,0.00278413
1230,-0.0586286,0.00085825
1240,0.00339701,0.00209474
1250,-0.107002,-0.0013994
1260,0.00647825,0.000678897
1270,-0.123093,0.00111067
1280,-0.0281234,0.00205554
1290,0.0451614,-0.0031264
1300,0.00862853,-0.00176746
1310,-0.075075,-0.00127973
1320,0.0320128,4.72764e-06
1330,-0.063044,-0.000560238
1340,-0.0820432,-0.000256413
1350,0.00239314,-0.00360145
1360,-0.0176644,0.00309931
1370,-0.087869,-0.00121686
1380,-0.0560118,0.00147542
1390,0.00627739,1.91214e-06
1400,0.0395654,-0.00108314
1410,0.0392641,-0.00245089
1420,-0.0854176,0.000874992
1430,-0.0167737,-0.00239025
1440,-0.0493781,0.00296208
1450,0.0440038,0.000535261
1460,-0.0244456,0.000639581
1470,-0.0859853,-0.00525783
1480,-0.0889441,0.00268982
1490,-0.084086,-0.00295123
1500,-0.0339562,-0.00306325
1510,-0.0169931,-0.00378616
1520,-0.0207892,0.000584757
1530,-0.0156179,-0.00406059
1540,-0.075885,-0.000536025
1550,-0.0751739,-0.00176234
1560,0.00883606,-0.00402665
1570,-0.0794807,0.00243279
1580,0.0208051,-0.00257515
1590,0.0369896,0.0028113
1600,-0.131242,0.000373173
1610,-0.0204391,-0.000512054
1620,0.0105334,0.00257907
1630,-0.0568286,-0.00135793
1640,-0.0502397,-0.00133946
1650,-0.0499182,-0.00349984
1660,0.00512605,-0.000442032
1670,-0.029762,0.00289405
1680,0.0473698,0.000921524
1690,-0.0773348,-0.00133674
1700,-0.0905323,0.00415174
1710,-0.0335186,0.00291114
1720,-0.0615325,-0.00301623
1730,0.00229524,0.00395796
1740,0.0188143,-0.000368998
1750,-0.0272105,-0.00271011
1760,-0.0305179,0.000331562
1770,-0.0667581,-0.00141845
1780,-0.0580069,-0.000308334
1790,0.0484259,-0.000987978
1800,0.0266366,-0.000338629
1810,-0.0479101,0.00473554
1820,-0.0317231,0.000346404
1830,0.0520096,-0.00310407
1840,-0.0704869,0.00231693
1850,-0.000215233,0.00142025
1860,-0.0262372,0.000237559
1870,-0.00933938,-0.00211598
1880,-0.041155,0.00134942
1890,-0.0350876,0.0018522
1900,0.0121237,0.00851669
1910,-0.0414712,0.00518651
1920,-0.0960967,-0.00135598
1930,0.0100673,-0.000905519
1940,-0.0260312,-0.00266166
1950,0.024395,0.00283453
1960,0.0396819,0.00111747
1970,-0.0107893,0.00318665
1980,-0.0595659,0.00117241
1990,-0.0116127,0.00112729
2000,0.0837926,0.000841286
2010,-0.0801511,-0.00350296
2020,-0.0177098,0.00169424
2030,-0.0286127,-0.0037617
2040,-0.0530963,-0.00169295
2050,-0.0573507,-0.00195644
2060,-0.0314531,-0.00261243
2070,-0.0611892,0.00131923
2080,-0.0420929,0.00216103
2090,-0.0634576,-0.0026112
2100,-0.0543982,0.00137237
2110,-0.106503,-0.00220876
2120,-0.0477746,0.00313611
2130,-0.0820535,-0.00079782
2140,-0.108085,0.000302124
2150,-0.112344,-0.00259551
2160,-0.0966382,-0.00142765
2170,-0.0432098,0.00305036
2180,-0.028192,5.06661e-05
2190,-0.0274758,0.00190814
2200,0.0269967,0.00228441
2210,-0.00910943,0.000273945
2220,-0.00594699,0.000375488
2230,-0.0598506,-0.00166419
2240,0.0291257,0.00106996
2250,0.0182295,0.000627536
2260,-0.0401927,0.00128711
2270,-0.0755258,0.00272987
2280,-0.0543544,0.00258307
2290,-0.0471302,-0.00710813
2300,-0.110862,0.00263565
2310,0.0116996,0.000210788
2320,-0.00224628,0.00102555
2330,-0.022542,-0.00202391
2340,0.0580406,0.00148039
2350,-0.0106811,-0.00415735
2360,-0.0540835,-0.000527421
2370,0.0058347,-0.00112978
2380,0.0418818,0.00289656
2390,-0.017329,-0.00254645
2400,-0.0280839,0.00149539
2410,0.0392519,0.00174532
2420,0.0889,0.00183268
2430,0.0228518,-0.00115956
2440,-0.034606,0.00107994
2450,0.0596786,-0.000217798
2460,-0.0526376,0.00516152
2470,0.0637638,0.00327163
2480,-0.034635,-0.00145896
2490,0.0103251,0.00210848
2500,-0.00459622,0.000608721
2510,-0.0246854,-0.0045149
2520,0.042156,-0.0022769
2530,-0.0769789,0.00471325
2540,-0.0659627,-0.00141068
2550,-0.0947504,-2.1364e-05
2560,-0.0515386,0.00358932
2570,0.0149083,-0.00265158
2580,-0.0728334,-0.000604098
2590,0.0259269,-0.00170537
2600,-0.0416694,6.92184e-05
2610,0.0475456,-0.0024401
2620,0.0135757,-0.000530609
2630,-0.0333208,0.00059099
2640,-0.0159754,-0.00116531
2650,-0.0453585,-0.00434388
2660,0.0140058,-0.001011
2670,-0.0246676,0.00260858
2680,-0.0360019,0.00274064
2690,-0.040672,-0.00126306
2700,0.0507187,-0.000305205
2710,-0.0532451,-0.0029633
2720,-0.0482508,-0.00158744
2730,-0.0429663,0.00286229
2740,-0.0616086,-0.00249104
2750,-0.0149395,0.000558298
2760,-0.115025,0.000696903
2770,-0.0159264,0.000109967
2780,0.0487924,-0.00142736
2790,0.00447077,-0.00134891
2800,-0.0216746,0.000453244
2810,-0.052712,0.000906127
2820,-0.0106215,0.000572515
2830,-0.0384575,0.000194083
2840,-0.0565382,-0.00313781
2850,-0.060264,-0.00490422
2860,-0.017116,0.000214465
2870,0.0060242,-5.85062e-05
2880,-0.0631759,0.00138872
2890,-0.11524,0.000170145
2900,-0.0258605,-0.00022065
2910,-0.082094,0.00289132
2920,0.0298167,0.00253169
2930,-0.00415285,0.0015304
2940,-0.0557211,-0.00361235
2950,-0.00559858,-0.000834337
2960,-0.0503867,0.00148583
2970,0.00562075,0.00328158
2980,0.0721848,-0.00137065
2990,-0.0170856,0.00129759
3000,-0.0182929,-0.000688246
3010,0.00533109,0.000784605
3020,-0.0111527,0.00289628
3030,-0.0127138,0.00612342
3040,0.0420997,5.90707e-05
3050,-0.016133,0.0035166
3060,-0.0206899,0.000906603
3070,-0.0713383,0.000698038
3080,-0.0293392,-0.00103232
3090,-0.0404365,0.00247897
3100,-0.0354189,-0.00528227
3110,0.0527378,0.00415747
3120,-0.0455196,-0.00389233
3130,0.0248085,0.00188163
3140,-0.00165283,0.00115368
3150,-0.0641546,0.00230036
3160,-0.0110945,5.98056e-05
3170,-0.0177173,-0.000251123
3180,-0.0256594,0.0030951
3190,0.0147019,0.00160608
3200,0.0194007,-0.00113632
3210,-0.0298876,0.00380173
3220,-0.021023,-0.00216291
3230,0.0431218,0.000804271
3240,0.0685594,0.000476375
3250,-0.0169416,-0.00194304
3260,-0.00532524,0.000184839
3270,-0.0601613,-0.00116161
3280,-0.0164872,0.00354693
3290,0.0564782,-0.00308695
3300,0.0229696,-0.00380171
3310,-0.00358339,0.00153662
3320,-0.0888305,-0.00149609
3330,-0.0430532,-0.00202751
3340,-0.0262195,-0.000502346
3350,-0.0699362,-0.00074004
3360,-0.0650263,0.00026595
3370,0.0641783,-0.00189083
3380,-0.0768156,-0.00194987
3390,-0.0548952,-0.000580616
3400,0.0533429,-0.00178205
3410,0.00322498,0.000952257
3420,-0.0108112,-0.00119356
3430,-0.0280924,-0.00460898
3440,0.0623983,-0.00332967
3450,0.0459398,-0.00440522
3460,-0.0567323,0.00396486
3470,-0.0771063,0.00337671
3480,-0.172085,0.000197175
3490,0.00658537,0.00157344
3500,0.0189768,0.00236575
3510,0.026513,-0.000763513
3520,-0.110567,-0.00506609
